LABEL,sentances
1,I Need To Lose Weigh...Gym Or What? 
1,sunny &amp; 90. i luv washin my truck in my bikini bottoms. does that make me a redneck or a democrat??? 
0,"@MelissainPhx  Don't be jealous.....be proud!!  I did it alone!! I didn't last long, couldn't get anyone to talk to me..... "
0,Peter won't be quiet. 
0,My dog Died  FUCKING ZUCKY..i'll miss ya Cody :'( finest malemute ever
0,I still have a very depressed feline fuzzball...it's another trip to vet tmrw to see what can be done...worried doesn't even cover it 
0,@smlimon aww... that's great! If you go next week I will make it for sure. Me too!! 
0,shushhh girl...shut your lips...reaaaallly missing flowers for algernon right now 
1,i LOVE haters... 
1,@MIZZVEGAS Thanks 
1,"ok basically just emptied my bank account at the VIP party, will make a video shortly on it! "
0,dont wanna play netball 
1,"Having chips and spare ribs with stir fry veges for dinner, can't wait I'm starved "
1,"Miso soup, Superstar by Sonic Youth &amp; new magazines. life feels good tonight "
0,"back from the malll with brandonn and lil mahaaaa. ugh, now i'm feeling really nautious and lightheadedddd "
0,@essebee1 we have a playstation 2. it's not available for that tho.  even *i* would play that.
0,aghhhhhhagahghahghaghag i cant got o melissa whitelaws party this saturday  wwwaaaaaaaa
0,I had the most disrupted sleep due to worrying about results tommorow 
0,@MrsMcFlyGrimmy Nope didnt get any. 
0,Working hard on aoc and not a single dowload 
0,@phoenixpwns  Sorry I couldnt make it I had to work 
1,Learning taxi etiquette quick 
1,now going to sleep yeahh ! bonne nuit 
0,"@fifleaona I work in a room in the middle of the office, thus no windows. We call it the programmer cave, I  can only imagine the sky. "
1,"added a twitter-module on our website, to keep you all better updated "
0,@aNorthernSoul Ah i should have guessed. Sorry 
1,@gizelleramos I HOPE YOU GET BETTER I HOPE YOU GET BETTER I HOPE YOU GET BETTER I HOPE YOU GET BETTER I HOPE YOU GET BETTER I HOPE BETTER 
0,"i need to do my religion assignment, but its at school "
1,In North Beach. Haven't hung out in this neighborhood in so long.  nothing's changed since I used to go to school around here. Fun!
0,dang.. doesn't look like I'm getting out of work early 
0,"@mikebutcher if you get this to work let me know, it's been a pain for me and gave up however this was some time ago "
0,office so cold.. forgot to bring my jacket.. 
1,? @Alexmetric Hello sir.. Can't wait for when you have time for the podcast. Loving the new single! Peace E  http://tr.im/m4Hs
0,"uh oh...bad news from DC/MD:  Metro train crash, 2 dead   http://kl.am/Uln"
1,geekin it with @bytterflykissx2  
0,"@CommunityCoffee Please tell me you're going to start selling K-Cups! I miss having Community at work, but all we have is Keurig machines "
1,Wow...soon you'll be able to text 911.  Aussome. 
1,@jamie_oliver Very nice weekend!! Sun was shining in Holland....so dinner &amp; drinks on the beach!  What about you and the family??
0,@meryreino Really? Awesome..Im mad cuz my followers r goin down  *Take A Breath*
1,@crashypoo haha. Shut up 
1,@jenisecook @articulatebrian I think I'm perpetuating the gabe issue here.  Oops!  Should read old tweets first for the back history 
1,@moonfall I actually thought of you when I read his little Shilo rant--I figured you'd kill me if I suggested you 
1,@screamo_ranger Thank you thank you thank you 
0,this is like deja-vu to a whole new level! 
0,aaaaaaaaahhhhhhhh my hair is a mess 
0,ouch! my ear hurts 
0,My teeth hurt 
1,going home. gonna rent a movie and cuddle with myself 
1,"Oh forgot to do a follow friday, in that case i have one person for you @hairdryer as she is a complete legend  (Y)"
1,"...Hi, My name's Ani. I've been an MCR fan since '03. I give a hug to MCR fans old and new.  #MCRchat"
0,Looking forward to consuming salty foods without the bloating effect! Getting tired of being a human balloon! 
1,Monday? More like &quot;Moan&quot; Day  I miss the weekend already
1,Just waking up from a long prom night 
1,On my way to see disneys new &quot;up&quot; movie while listening to alt. metal! If that isnt masculine balance i dont know what is! 
0,"last day at the sioux falls salon, i will miss my younkers family..  #fb"
1,@SherineGamal  I doubt It 
1,"Testing Twitter, obviously... "
0,This will be my 10th driving lesson and yet I'm still hating it 
0,@iheartbeans Hey.....  I know what you mean.. its been one of those weeks!!! ... im sorry...
1,"@SooSpecial I'm still waitin on my picture you was suppose to say, &quot;pose this for shaundrie&quot; "
1,@thatoneguy Har har 
1,"ìì?´í?° ê²ì ë¦¬ë·° ì¬ì?´í¸ ê¸°ì?ì?¸ Arnold Kim say @arnoldkim so, sorry, no video chat for next iphone "
0,my ear phone s jus broke dan it I'm salty as heck... 
0,@DebbieFletcher I really wanted to Conga.. Nobody seemed to like my idea though  Haha!
0,@Pookthy not on iTunes 
0,"@HeyPaisley guh, I know. It's so sad. Poor little asian babies "
0,3rd visit to the doctor. They're giving me a shot in the butt. Aaaah 
1,@MeggieMouse what are you going 40 hours with out? i'd say my computer or my phone but i did that last week and i didnt care at all.. 
0,@danmattia imo youre twittering to keep me awake  GO READ
1,Just finished the Fulton lobby board &quot;Have A Ball!&quot; with Daniel and Laura D. It's pur-ty  http://myloc.me/29e6
0,@B_Barnett I did not really see that coming 
0,"@Dezz_MCR i'm really sorry, but no.  i haven't been able to get online today."
1,@gheelovesyou it was good seeing you! all beautiful and what not 
0,"@Mickie_1 hey mickie! apparently i missed some tweets, so sorry for your loss  weekend was beautiful, not long enough though lol."
0,looks like ill be goin to att 2day too       maybe ill leave with a new toy? hmmm
0,Just woke up. My back is FUCKED. What happened? I feel old. 
0,@kirstiealley Nice of you trying to answer the tweets.I'm also writing  some people but nobody is answering  it doesn't feel good.
1,@Joseph0604 im also following stephen fry and michael sheen and they are legit too 
1,@pamderamus That makes 2 of us!  Hope you have a great weekend!!  
1,@MakikiGirl : nothing crazy girlie if it was count me out LOL its a tupperware without the tupperware  get it ?? Show n tell enhancements
0,really need to clean apartment 
1,@erikaengle thanks! you too! 
1,At presse cafe with the sisterhood 
0,"has a gland up, and a sore face...rotten sinuses "
1,@hannahfaulkes I am fine thank you  It is raining heavily here ... all the plants and trees getting a good drink
0,Hoaaaaaaaaaaaaa  fucking DAY!
0,SO glad Subo  didn't win BGT! Am very sunburnt after spending too long on the beach yesterday-ouch! 
1,"@SCIFI_channel I can't for tomorrow, Dollhouse is AMAZING! &lt;3 your best show by far "
1,YAY! My photo shows up now!!! 
0,@Dunkndisorderly nope  you are just a Twitter magnet 
1,"@karleigh Can't wait, you &amp; Katie always end up with some of the best interviews.. "
0,@PDAonline D'oh!  I missed your show!  
1,@RetroRewind awww! What a great guy that Joe is 
1,Said F-it and got a Canon 5d mark2 
1,"@bifferlicious Good morning, have some food "
0,"Got a Fuckinng exam tommorow  , Just been watching the news, #iranelection,, they're right Bullshitters. If I had a Gun Id Shoot them X"
1,@Claire_Cordon  so is there another season of House comin up or was this the last season?
0,@ChrisVanPatten On vacation and I only have my MB pro with me 
1,@Smil3z_GQ was good!!! 
1,@DiversityBGT WOW  First Facebook Now Twitter This Is Paradise LooL Hope Your Enjoying Your Time In The Live Tour I'm Coming On Saturday 
1,@GreenEyedJessie GOOOD! im loving germany. We all gotta come out here next summer.. one big vaca  i miss you guys
0,found the awesomest community @ livejournal - gossip girl clothes and stuff.   its all sooooo expensive though 
0,"@littlefishey I hate that section too. In best Celia Johnson voice, &quot;but it's so un-British to talk about oneself and ones achievements&quot; "
0,@Pinksandi downstairs debs warehouse?! find out if they're still hiring! i wont get topshop discount though 
1,@nicbrewer that is so cool! Im watching josh groben sing... Love his voice! 
1,http://twitpic.com/6om7s - This is me 
0,done with the task. continue studying 
0,"So tired and so hungry. I hate getting lab work done, especially when it requires me to not eat before  Can't wait til it's over!"
0,Seriously! The burn ban is gone cause we got some rain but now i cant breathe 
1,ahh. listening to a song from the jonas brothers when they weren't as gay. inseparable   reminds me of being young aha i still hate them.
0,"@Darealamberrose That's my baby, right? You not cheating me on ya? "
1,My brother's the best at giving house warming presents...grey goose is better than any picture frame or plant 
1,Just baked chocolate molten cakes!! Very very rich and chocolaty! Anybody want some? 
0,&quot;My other ride is your mother.&quot; 
1,Good morning twitter! 
1,"at work , after work play guitar, then sing , then photoshop, and twit around  normal monday that is"
0,@cookiethief3 yea i no  bt do u no y??
1,This was the longest short week EVER.  TGIF   Yay!  Four days and nothing planned.  That's a first in a while.  I mean NOTHING.  WOOT! ;D
1,....looking forward to waking up &amp; playing with my baby princess some more tomorrow. I love that baby. Stoked for this summer. 
0,*horrible thought* what if Joe wont pick me because I'm not actually  GOING to a show?? 
1,@dfizzy are u on iPhone ?? Lol. I'm outta school beyoncÃ© tonight!! Um that was pretii random.. Btw you making another vid soon? 
0,London had to get five shots today I felt terrible were both miserable him from the shots me from my root canal 
1,@cocolee117 GOOD LUCK!!  wish u the best~!!! i really cant wait for ur new album..i believe it will be amazing ) love you~!!!!!!
0,it's like 6 am and I cannot go back to sleep 
1,Finally worked out pressing the button on the g1 headset twice skips to the next random song.  Only took me 7 months 
1,I want @mileycyrus to come to Malaysia because she is awesome  Haha. Come to M... Read More: http://is.gd/RmKw
1,"@4ChristinaRenee Leni, that's the Chihuahua says &quot;Thank you very much, WUFF&quot; "
1,"@k_love032705  he's a beaaaautiful man, haha."
1,Now everyone can leave tonight   thinking about the drunk guy from the train
1,"@fagunbhavsar HAHAHA  come over sometime, i will sbeak it out foor you in towtallee oothentic mellu acccent "
1,@catcarr1 Thanks for recommending me! 
1,@IanRobinson seems that my first wwdc trip was more about learning how to prepare for my *next* wwdc trip. Expensive lesson 
0,@dannywood I'm really not feeling the fact you PUNKED on a solo opp yet again. WHY??? 3 bomb albums man... so much good music 
0,@LegalIvy I can't find it 
1,watching King of the Hill right now... hilarious! 
0,Wish i was in Hawii 
0,everyone's got their bad days..barry zito just tends to have a whole lot more than the rest of us. better luck next time barry 
1,"@mystical_maz NICE! We wanted to go for a roast or something, but weather has been quit weird. So... salad at home "
0,was sleepy and drowsy . . . .  i dont feel to good  girlie stufff sucks . . . . chatting with my girls
0,it's too earlyyy  driving jake to work
1,"@NoahBond Good Grief! I can't say much, I was driving home from Martin through IKE last fall. Be interesting to hear what he says!  "
0,@squarespace Lucky  I give up
1,"@leticiaah Thanks!! Post some links to Gizmoz stuff you created, and we'll send you a T-shirt "
0,I have a headache!!! 
0,@heavesighs poor thing. Bless his heart. 
0,"Slept in today!  After working Sat &amp; Sun, I needed it! The conference I am at officially starts this afternoon. Me-Karen= "
1,i love my dogs  ther are the cutest puppies ever alive! maybe ill try to put a pic of them up?
0,Back home from Stonehenge. Enjoyed the 1st few peaceful hrs until I got injured by a herd of drunken idiots who thought I was invisable 
1,"@AlliD You wouldn't be the first, and certainly not the last. "
1,"@andysowards Haha, yeah I know how that goes. Good to see you back and feeling better! Same as usual here - working hard to hardly work. "
1,andy roddick advances to ROUND 4!  he's gonna meet monfils next and that will be very interesting.
1,good morning 
1,"And for the record, my self esteem is back to it's normal self "
1,@zoziekins i always misjudge the potency of vodka... whoops. and i did see! i flailed for you 
0,Why do we have to gv xams! isn't knowing just enough!..........generations of oppressed students must have felt the same way as I do... 
0,"@vendorprisey  yup me too!  Was worried it could be virus related, but evidently it's not just me!"
0,Intro project stuff. Wahhh! 
0,"morning all, whats occuring with the twitter 'followers' counter? - i've been tryin since yest 2 block some undesirables "
1,"@Kia_S lol, it was BEFORE I turned my phone off "
1,@scrape6o8 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1,"@gerdiend Woman!!  hope you have a relaxing monday as I have, cu later on this sunny monday @westerkerk"
0,"@Lemonpi  it's too dark in the kitchen right now to get a decent picture, but I'll take pictures in the morning (it's midnight here)"
1,"http://tinyurl.com/ry9wap Hi!!! I can visit your country. Nice pics  Tell me more about you. I can send you my pics, tell me your emai ..."
1,@chasingphoto Hilarious appendages to my list  Thanks!
1,@chrispallett by presence do you mean you live there? 
0,didnt get enough sleep las night so i refused to go doctors at 9 in the mornin. cudnt get up !  sowwiiiee mum..
0,@twitsaver ...DonÂ´t work (NOW) on my  PC  
1,"@iKiller4 I shall try that, thanks for the suggestion. "
1,"NSW, CAN'T WAIT FOR GAME 2, FIRST EVER ORIGIN GAME I'LL SEE LIVE "
1,@DavidArchie it was a great movie! You have to see it 
1,"Yay, food!    Kay, so Boston is fine. He just has to take four different medications &amp; some sort of steroid."
0,Attempting to write some review thing of a book i have to read for my eng class  its such a lame book 9.1 got a cool one ...damn nonye
1,taking quizzes on @twistmag website.. 
0,Is it really still worth it? I mean...I just wish he didn't tell me 
0,"@mmsa aww  Don't worry m'dear, summer will soon be here!"
1,Have a really good day everybody. 
1,"I've neverrrr loved someone, the way that I'm lovin you. "
0,@CritiktheDj LOL I know right?? Uhhh no I wish I can't miss work  were getting everything ready for the students graduation on Friday..
0,fell down and scraped my knee 
1,"@DanSiego you've set a good example for me, i think i'm gonna hit the hay  talk to you tomorrow? i hope  - Clumsy Cunning Caitlin."
0,Vegas was swellll.... back to work 24/7 
0,"wonka peed in the kitchen  but he waited to poo outside, although i think he was trying to tell me he needed to go out and i didnt realize"
1,@Heajer_aka_Jouu Yh I promess you it's a wonderfull movie to watch especially with your BBF or smth...Sue started too...GOOD LUCK 
1,Happy Mother's Day.....................I had a gr8 day with my kids &amp; my MUM 
1,@shartlesville @beccalovesbooks thanks for the empathy! I'm back to Neilmed sinus rinse and Sinufix and am much better! 
0,is very very very slowly getting better 
1,"@ngowers I think the actor is early 20s... Looked it up a while ago. He is divine, though "
0,I'm REALLY upset that Allison didn't win Top Model! 
1,@crazyfirebolt hey! how's ur trip going so far? james phelps (one of the weasley twins) is going to paris.  maybe you'll meet haha
1,"@nlupus I'm great, day off, time to catch up on things and no routine.  what about you? #followfriday"
0,"The pressure to dump my PPC Macs and to get Intel based ones is constantly increasing  &gt;RueBelliard,Brussels"
0,I'm in one of those days when I really just want to work from home.  Crap. 
1,"barney is a dinasour with no imagination, people think he died from drugs but it was constipation!! "
0,@Swineshead you're probably closer in location than I am anyway so you've got a better chance than me. b*stard! 
1,The best thing about set-up days is I can get away with taking off my flippy floppies while I run around the venue.  
1,@DazzleMeThis If you can Tuesday would be great...need it by thursday at the latest  (thanx)
0,"It rained on my yard sale, had to call it a day @ 4  - oh well there is always tomorrow"
0,"-continued-b/c my dad wouldn't be home &amp; he doesn't trust me. He also thinks I'm being dramatic, aaaaagh!  Dad, I may infect the other"
1,will eat.....soon. haha 
1,"Hey tweeps, gotta run &amp; get coffee.  I hear it calling to me from 10 miles away. Tweet ya later folks! Happy Friday &amp; happy weekend.  "
0,Done working... Been done... But cant go home 
0,@BlueInDaUK il b able 2luk@ it out my window 2mo! haha it aint gud tho  rain rain go awaaayyyyy!! x
1,@Jurate Not sure being able to regress predictors on a DV in a natural language search engine necessarily makes quant work redundant 
1,@WayneRobinson A bonus #FollowFriday just for you: @nickswisher and @cc_sabathia. 
1,Ahh im tired but i cant and wont go to sleep. 
1,"Im back home, we were at a cooking camp. "
1,"@kel_mul A daily struggle, but I'm trying. We'll see where this goes. "
1,My 4 yr old just asked if our bones are made out of chickens...LOL 
1,@martinamcbride I figured   Mine do that every chance they get!
1,I feel like roadtripping to Vegas!  let's go sexies
0,is working 
1,awwwwwwwwwwwwwwwwhhhhhhhhh 1000 update 
0,@muffin_loser sounds delicious 
0,"Good race today. Was in couple of breaks, but got caught. Was in front group 4 out of 5 laps then got tactics wrong, finished with pack "
0,I have 29 more days of school  Just counted... We get out June 26.
0,Huge headache. Can't miss school though 
1,Life is really good. 
0,will be moving home within 6 minutes... today in office from 6:00 - 19:00... 
0,listening to music (memories)  
1,"@MickCornett Taking the kiddo to see Earth this afternoon, but Wolverine came out . . . I bet that's a good choice. "
0,@explodedsoda I may be a dense male but what is a twinkie weiner sandwich? 
1,@shahidkapoor As 'Kaminey' is releasing around july10...i will get my best B'day gift..   
0,"In middle of nowhere, really bad reception. Tweeting getting difficult "
1,And on the verge of the vSphere GA release we are configuring a 3.5U4 cluster 
1,@leeadi hopefully lighting the candles at 2.30pm. See you then 
1,"@KimScriven Thanks Kim, I try that too every once in a while "
1,@ash_wash been loving it since a few months ago 
1,@mawbooks I also vote Catching Fire. 
0,yayayay ice cream truck just came by my house! bad decision of choosing the spongebob ice cream though.. not as tasty as it looked 
1,"@jodymal yep, that seems to be working.  less features but really I don't need fancy, I just need something that works. "
1,"@paigeclay haha, now thatï¿½s just stupid! good answer you gave her ;) the best thing in those fights is to just laugh it off, like u did "
1,So excited for tomorrow!!!!!! My daddy is taking me shopping all day tell I find the perfect dress!!! AAAHHHHHHH!! Im so excited!!!!!!!!! 
0,"wish i could download @sillett 's new version of the excellent shortwave log. unfortunately, the download link seems invisible to me. "
0,@uberproject will there be any other dates this year at all ? Working both those dates 
0,@levelsmc  ur in majorca now......... im not 
0,Evie is poorly  http://apps.facebook.com/catbook/profile/view/620328
1,@h0wReYa Hey ya! Ãdv a twitteren! 
0,@lizp02x oh man that sucks! I'm hoping to go to school HAPPY tomorrow or else it won't be good  ahhh
1,YAY! I survived sundown marathon... applying &quot;counterpain&quot; now.. 
1,is fake tanning yet again! 
1,I've change mi pic  boring the last one.
1,@djspanky If u say so mine lays down in my lap so I dont have problems with her  shes a good puppy
1,Looks like Tom's gonna win this  Good job McFly'ers  Keep voting when they've picked out the top 100! xx
0,why isn't twitter so fast on my psp? 
0,"never be sad for what is over, just be glad that it was once yours. "
0,Cant stop thinking of u...... is it love of first sight? Or it is a mistake  Not sure if he love me  or he move back with his fiancee?
0,well back to sleep all by myself  
0,I am angry with @sunshinerocker She never answered me. Hmmff! 
1,come on button:hamilton  hopefully the championship is in the bag 
1,@freelancerant back from the dead indeed  And I'm on a mission now! Thanks for the #followfriday love 
0,@kuwxlady125 !!! omg r u OK? (not physically) 
0,@RattieLovers OMG I didn't think it could be this serious. DAMN  I will take them ASAP..
1," What a feeling ~ Love this!! Thank you for props, RBs &amp; replies  @LisaWorld @doreenatdms @ttimechitchat @pi... â« http://blip.fm/~7nyu0"
1,Good morning! 
0,I'm so lazy today  I should have read some paper ... but I haven't at all
0,Has just joined twitter and has no one to follow 
1,just watched http://bit.ly/BPP4d  and http://bit.ly/gtEB  simultaniously 
0,Wish I had money to go to Friday's game 
1,going out in a min withh mmyy friends Howw cool 
1,500th update! tweet tweet 
0,My pillow smells like coffee. 
1,@PaulieCooks I quit smoking in September!  I saw that you are losing the pounds too eh eh eh?!
1,finished watching the Hills finale;the last episode with Lauren  and now watching MTV Movie Awards!  finalyyy!
0,"@draganababy i sympathize with you, i have work tomorrow "
1,"@cleaninggirl *g* as long as u know its not gonna happen i suppose its fine  (the auth i talked about killed tea &amp; so on, not the best)"
0,"My sisters in laws house, car and tree got hit by lightning last night! Aint that some shit lol its on the news, awww me sorry "
1,".@dawn_armfield I guess it is just a fun toy for now. My favourite book when I was a kid was an old Atlas, so this site is awesome "
1,should i go home or go buy something for Diyanah?  - http://tweet.sg
1,Looking forward to Sunday b/c the weather should be warm and sunny 
0,says boored  http://plurk.com/p/z2laq
1,@JennaLeighT  Neighbour might be giving you a good view lol 
0,@TinaLaRoo i just spent the last five hours trying to unpack clothes still not close! 
0,Thank God tomorrow is a day off. Although I'm getting up at 8 or 9 to revise 
0,Battery running out  Still 2 hours until boarding. Double 
1,Okay im of to bedfordshire to watch Harry Potter and the prisoner of Azkaban  nighty night. ''oh yea ive been beaten loads of times hmm''x
1,Song of the Day. &quot;It's All Wrong But It's Alright&quot; by Michael Johns!  I miss this guy. LOL
1,@allabtanimation It's at http://in.groups.yahoo.com/group/TheComicsClub/ And I shall update you as it happens. 
1,Going to eat fajitas. Glad I'm not stuck at work tonight even though it would have been fun. I'm torn 
0,@tedmurphy I am crazy 
0,so it has been made official...I am NOT going to EDC...bummer 
0,Ugh! Packing sucks! 
0,OMG! I just watched the clip of Bret Michaels at the Tonys. I hope he's okay. 
1,@HesTheItBoy hi gil 
1,@JammedHands That is such a good episode! I love Gilmore Girls 
1,"@TheHollyJohnson Excellent choice, fantastic song! I shall send a &quot;prop&quot; your way "
1,"gonna catch the movie Angels &amp; Demons tonight, can't wait! "
0,oh  btw dont reply or ill get texts during a wedding
0,@Maynardcomau boy I thought you knew me better than that??? 
0,i'm Bumbed about the lego batman being sold out 
0,I really want to go to Disneyland so bad!!! I miss being a kid 
0,Someone make me a cofffeeeeeee......  
1,Laying out! Then gonna ride my bike some.. 
1,past 2 weeks I've been trying to help my mom find the song she had been obsessing. Finally it! After Tonight by Justin Nozuka!!  i'm good
0,"@hanshillen If you use VoiceOver, it's Ctrl+Option+Shift+M. I know there's also a native OS X keystroke, but it escapes me right now. "
0,"really, really , really miss my Cowboy! "
0,ok i gotta hit the sack now - its 3am london time. i've gotta him the gym again  tomorrow my six pack is still buried under a keg 
1,"@roxerally alright hun, hope you get some sleep "
1,@myinnersexygirl good morning! i see you 
0,@MarPart67 no  lol new finger joints would help tho
1,Finished packing the kids bags for Bonnaroo!! Only 9 days left till we hit the road. Not that I'm counting or anything  #fb
1,"@techconclave - Not sure what is wrong with it, just get the spinning wheel and nothing happens and sure why not YT PM me the info "
0,"@zackalltimelow  Now why in the hell would people make fun of you, Zack? I'm literally pouting right now."
0,@_supernatural_ http://twitpic.com/6qdq6 - Don't cry puppy!  *hugs*
0,I was changing a poopy diaper at 3am and Zane decided that was a great time to poop again - ALL OVER ME! I'm traumatized for life 
0,my heart just shattered into a million little peices 
0,"Nice morning for our walk. A breeze out of the N., clear skies. Still not done with the taxes. "
1,"OMFG!!!!  its 26 days until THIS IS IT!!!!!  for t hose who dont kno, thats Michael Jackson's string of London shows! AHHHHHH YAAAY "
0,I have no followers  LOL I suck!!
1,"Getting into bed.. Today Dtox Sundays pool party @ the Radisson in Whittier, CA opens and Spundae pres. Full Moon @ VooDoo tonight in LV! "
1,Question of the day: which exotic city in Indonesia that you want to visit? 
1,wow long weekend. finally home. relaxing with a movie. 
0,"Is it...? Cammit, it's not lunchtime yet...   #squarespace"
0,half an hour. getting hot outside. oh jeeeeeeeze.. gonna be around 80 F tomorrow. fail 
1,On my way to cousin's debut 
1,"Oooh, Prototype is out in a little over a week, fuck yeah "
0,shopping for all the things Aly will need want she gets her tonsils out tomorrow 
1,@ashleymoran Yeah. That or you're going to get really bored of listening to my voice... 
0,Fantasmic got cleaned up so it looks cool and shiny XD but they didn't have a dragon 
0,finger stop bleeding please! i can't play juno 
0,I have a migraine still  laying down thinking...cats are racing around the house...hungry for DQ rasp. Sundae...hmm http://mypict.me/54O0
1,@MartianLove dang now I feel part of a community! Thanks  And a new follower here! Good insight which I appreciate!
0,@williammm girl but in n out is so greeeeeeezy 
1,âª Hey hey I wanna be a rockstar Hey hey I wanna be a rockstaaar (........) âª [/vÃ­cio 
1,Wants @dougiwmcfly to shout out: Cause I'm bluffin with ma muffin xD muhaha 
1,is back to floody Manila. Pinatubo had a cloudy and drizzly weather. It was still beautiful.  http://plurk.com/p/xdjio
1,I like that BOOM BOOM POW...! 
1,I have officially put together an epic playlist for my road trip to Hershey tomorrow. 
1,Going to the movies to see 17 Again 
0,Alarm didnt go off. Missed my flight this morning   waiting for three hrs in airport for next one
0,"@GoodTimesAreGon yeah I was just going to change my password and it says my old one is wrong   someonechangedit, im afraid 2 log out "
0,@tennisetviola Em.. Adrie is a man name with Dutchies  sorry!
0,i have to fill two hours 
1,@mynameisforge you are crazy without the story 
0,"Little kids. Are. Really, really. Annoying. "
0,"@pfspleen ha ha, I am much better than any man!!! Although I'm not too good with databases and that's all we have at school "
0,I can't even watch the hills cuz I have no cable  buttttttt I can watch it online! Yay!
1,david archuleta - touch your hand... love it really 
0,feels like im getting no where with this...omg...i swear it will be more productive for me to bang my head against a brick wall  *cries*
0,"@OriginalOG weather is very wet, thunder storms and about 15 degrees Celcius today crappy seeing as it is our long weekend "
0,"says cried so hard last night...now, my eyes hurt.  http://plurk.com/p/1100lw"
1,"watchin me some 106 and park, jeremih is a cutie "
1,Gooooooddddd Sunday Afternoon My Twigga Babies 
1,just going to bed  ni-night xx
1,@surferbabe_ THANKS! 
0,oh my God!! may Neda and all other victims RIP 
0,everyones fones are getting ruined including mine 
1,@Jessimikaaaa I just had some hungry jacks!     And a pavlova 
1,"@ddlovato btw, I am so coming to the SUMMER TOUR Demi "
1,morning everyone 
0,i want my brother home so i can play sims 3 
1,@RobinLeaf Thanks for checking out the FURminator website - let me know if you have any questions. Happy to chat 
1,Happy Mothers day to all the Mom's on there!! 
0,Camping rucksack and airbed - bought. Tent - definitely up for discussion  why can't it be big AND easy to carry?
0,just woke up from a nap now I'm feelin groggy. not a pleasant feeling  i'm still insanely tired too! bummer man
0,"has just done one past paper, will do another in 5 mins "
1,@umahameed so lucky girl. Say hi to Big Ben for me pleaseee 
1,tonight was good. chats were amazing. i love the girlies 
1,@lisamariemary - Well hello there  I'm glad I did pop up on your Twitter stream! How are you doing?
1,"@REMEMBERMENINAB haha nice....check the DM i sent yesterday, when you get up "
0,@SarahSaner that's the spirit - can you send some of your energy over to me! Got 2 take one of the dogs to vets &amp; then go 2 work! Ugh! 
1,Getting ready to work 
1,http://twitpic.com/66580 - not my best work. but HAIRCUT 
1,@mad_dancer Gotta give em credit for some morning daylight lovin 
0,@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz
1,@CinDaily  uh....just the one? 
0,Catching up on paperwork 
0,Now I want some Teddy Grahams!!!   
0,on my way to dallas! only 2 and a haf hours left 
1,@webaddict Johnny Carson didnt want Jay Leno on the show...so Im not sure he is turning over in his grave for Conan 
0,"I'm overwhelmed. I don't speak Englisch, but this page is in this language. I don't understand it! "
1,@MmmBennodaCock I can't believe you actually followed him AND asked him!! You're officially my idol! P.S Me loves your username 
1,@xoxo_sa whaaaaaa.... I be fat ... Not really... More like pleasantly plump 
1,"@bertadp are you staying home after lunch?? I think I have to be to your place at 15,30. Hope I see ya "
1,@MrsRRC: he's a hot sexy ass actor!!!!!! mmmmm yummy 
0,just woke up and have a really bad sore throat.  I hope i'm not getting sick right before i leave to go to college. 
0,Walking home I have Allisons keys 
1,@ChargerJenn Glad to hear Dave is better  Can not wait for Tuesday show (Wednesday morning for me)
0,"@TallWASP: Me, too! If I weren't planning on just going to bed, I'd invite you over. Alas! Already reading in bed. "
1,Good morning!!! 
0,I want to be in pittsburgh. 
1,@tommcfly Maybe you should invite the rest of the band to sleep too! haha.. i think they're so tired of your show? Well.. Goodninght TOM! 
1,@sandrarzo1 haha ok ill let you know when we head over 
1,@renu19 What brand of coffee was that? ;-) Please send me some!! I need that badly! 
0,&quot;I know you're here but I still feel alone&quot; 
1,@jenifel aww =( yes @ItsNeet is very good at updating u on missed tweets 
1,@mmitchelldaviss Your amazing. Love your little show  what's this about ellen?
1,Aww @iamdiddy what's wrong... SMILE** !!!! GOD BLESS... XOXO 
1,@tanisharenee08 I'm so proud of u 
1,I Just Gave My Friend Some Excellent Advice! Laughs 
1,is &quot;just a boy. trying to change his life for the better&quot;. bring it on. 
0,Much happier with rain than with sun but i dun like thunder 
0,I'm such an idiot. I totally forgot to tape Harper's Island on Sunday night 
0,sleepinq bitches ; missinq my honey bun munchkin butt  O529O9 ?
1,@zayman3 I don't think I can believe you.. It's NEVER been used before!! 
0,@BLEVisthename more tests? R u okay 
1,Onihdiwb  Alivia wrote that  lol
1,"@Zaga if you like to read, its really awesome. if he does get one, you should have him contact me "
1,@dkris Hello...back to twitter senior 
0,just found out my van had 2 be sent 2 dealer. I hope I get it back this week. I miss the Odyssey 
0,KS dust gone from La Cruz. Flint Hills killed a 2nd tire on my bike 
1,At the melting pot! Happy hour. Yumm.  I hope I don't get bad gas from the cheese n beer LOL!
0,Monday blues 
0,@SuperUber7 PS - my cowbell stayed in my bag for the whole of #Bonnaroo. I fail. 
1,@allenbenjamin it will be! you gonna be around this summer? i'll let ya try some 
1,@radioplay http://twitpic.com/6g0m7 - Yay! #41 is my fave!  I â¥ #dmb!!!
0,"Ok,, so I don't wanna be a traitor to humanity or anything but am I the only one in the whole world that isnt liking this heat?? â¼ "
